STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,DEATHS2019
40,047,Oklahoma,Garfield County,61056,621
40,049,Oklahoma,Garvin County,27711,351
40,051,Oklahoma,Grady County,55834,532
40,053,Oklahoma,Grant County,4333,49
40,055,Oklahoma,Greer County,5712,54
40,057,Oklahoma,Harmon County,2653,28
40,059,Oklahoma,Harper County,3688,52
40,061,Oklahoma,Haskell County,12627,136
40,063,Oklahoma,Hughes County,13279,170
40,065,Oklahoma,Jackson County,24530,215
40,067,Oklahoma,Jefferson County,6002,83
40,069,Oklahoma,Johnston County,11085,147
40,071,Oklahoma,Kay County,43538,576
40,073,Oklahoma,Kingfisher County,15765,145
40,075,Oklahoma,Kiowa County,8708,107
40,077,Oklahoma,Latimer County,10073,116
40,079,Oklahoma,Le Flore County,49853,678
40,081,Oklahoma,Lincoln County,34877,379
40,083,Oklahoma,Logan County,48011,371
40,085,Oklahoma,Love County,10253,112
40,087,Oklahoma,McClain County,40474,386
40,089,Oklahoma,McCurtain County,32832,429
40,091,Oklahoma,McIntosh County,19596,318
40,093,Oklahoma,Major County,7629,90
40,095,Oklahoma,Marshall County,16931,170
40,097,Oklahoma,Mayes County,41100,534
40,099,Oklahoma,Murray County,14073,187
40,101,Oklahoma,Muskogee County,67997,906
40,103,Oklahoma,Noble County,11131,126
40,105,Oklahoma,Nowata County,10076,135
40,107,Oklahoma,Okfuskee County,11993,179
40,109,Oklahoma,Oklahoma County,797434,7172
40,111,Oklahoma,Okmulgee County,38465,547
40,113,Oklahoma,Osage County,46963,522
40,115,Oklahoma,Ottawa County,31127,470
40,117,Oklahoma,Pawnee County,16376,200
40,119,Oklahoma,Payne County,81784,592
40,121,Oklahoma,Pittsburg County,43654,616
40,123,Oklahoma,Pontotoc County,38284,509
40,125,Oklahoma,Pottawatomie County,72592,841
40,127,Oklahoma,Pushmataha County,11096,144
40,129,Oklahoma,Roger Mills County,3583,25
40,131,Oklahoma,Rogers County,92459,898
40,133,Oklahoma,Seminole County,24258,354
40,135,Oklahoma,Sequoyah County,41569,545
40,137,Oklahoma,Stephens County,43143,571
40,139,Oklahoma,Texas County,19983,149
40,141,Oklahoma,Tillman County,7250,78
40,143,Oklahoma,Tulsa County,651552,6147
40,145,Oklahoma,Wagoner County,81289,696
40,147,Oklahoma,Washington County,51527,677
40,149,Oklahoma,Washita County,10916,145
40,151,Oklahoma,Woods County,8793,100
40,153,Oklahoma,Woodward County,20211,222
41,000,Oregon,Oregon,4217737,36563
41,001,Oregon,Baker County,16124,211
41,003,Oregon,Benton County,93053,584
41,005,Oregon,Clackamas County,418187,3559
41,007,Oregon,Clatsop County,40224,398
41,009,Oregon,Columbia County,52354,503
41,011,Oregon,Coos County,64487,937
41,013,Oregon,Crook County,24404,266
41,015,Oregon,Curry County,22925,345
41,017,Oregon,Deschutes County,197692,1548
41,019,Oregon,Douglas County,110980,1473
41,021,Oregon,Gilliam County,1912,27
41,023,Oregon,Grant County,7199,86
41,025,Oregon,Harney County,7393,78
41,027,Oregon,Hood River County,23382,171
41,029,Oregon,Jackson County,220944,2325
41,031,Oregon,Jefferson County,24658,250
41,033,Oregon,Josephine County,87487,1190
41,035,Oregon,Klamath County,68238,834
41,037,Oregon,Lake County,7869,102
41,039,Oregon,Lane County,382067,3631
41,041,Oregon,Lincoln County,49962,609
41,043,Oregon,Linn County,129749,1310
41,045,Oregon,Malheur County,30571,260
41,047,Oregon,Marion County,347818,2893
41,049,Oregon,Morrow County,11603,87
41,051,Oregon,Multnomah County,812855,6050
41,053,Oregon,Polk County,86085,703
41,055,Oregon,Sherman County,1780,11
41,057,Oregon,Tillamook County,27036,303
41,059,Oregon,Umatilla County,77950,665
41,061,Oregon,Union County,26835,280
41,063,Oregon,Wallowa County,7208,71
41,065,Oregon,Wasco County,26682,299
41,067,Oregon,Washington County,601592,3582
41,069,Oregon,Wheeler County,1332,18
41,071,Oregon,Yamhill County,107100,904
42,000,Pennsylvania,Pennsylvania,12801989,133439
42,001,Pennsylvania,Adams County,103009,1013
42,003,Pennsylvania,Allegheny County,1216045,13695
42,005,Pennsylvania,Armstrong County,64735,881
42,007,Pennsylvania,Beaver County,163929,2071
42,009,Pennsylvania,Bedford County,47888,553
42,011,Pennsylvania,Berks County,421164,3885
42,013,Pennsylvania,Blair County,121829,1619
42,015,Pennsylvania,Bradford County,60323,725
42,017,Pennsylvania,Bucks County,628270,6111
42,019,Pennsylvania,Butler County,187853,1976
42,021,Pennsylvania,Cambria County,130192,1727
42,023,Pennsylvania,Cameron County,4447,70
42,025,Pennsylvania,Carbon County,64182,801
42,027,Pennsylvania,Centre County,162385,1105
42,029,Pennsylvania,Chester County,524989,4194
42,031,Pennsylvania,Clarion County,38438,440
42,033,Pennsylvania,Clearfield County,79255,943
42,035,Pennsylvania,Clinton County,38632,396
42,037,Pennsylvania,Columbia County,64964,730
42,039,Pennsylvania,Crawford County,84629,961
42,041,Pennsylvania,Cumberland County,253370,2323
42,043,Pennsylvania,Dauphin County,278299,2577
42,045,Pennsylvania,Delaware County,566747,5504
42,047,Pennsylvania,Elk County,29910,359
42,049,Pennsylvania,Erie County,269728,2801
42,051,Pennsylvania,Fayette County,129274,1820
42,053,Pennsylvania,Forest County,7247,79
42,055,Pennsylvania,Franklin County,155027,1632
42,057,Pennsylvania,Fulton County,14530,153
42,059,Pennsylvania,Greene County,36233,430
42,061,Pennsylvania,Huntingdon County,45144,532
42,063,Pennsylvania,Indiana County,84073,896
42,065,Pennsylvania,Jefferson County,43425,519
42,067,Pennsylvania,Juniata County,24763,252
42,069,Pennsylvania,Lackawanna County,209674,2530
42,071,Pennsylvania,Lancaster County,545724,5160
42,073,Pennsylvania,Lawrence County,85512,1090
42,075,Pennsylvania,Lebanon County,141793,1504
42,077,Pennsylvania,Lehigh County,369318,3347
42,079,Pennsylvania,Luzerne County,317417,3953
42,081,Pennsylvania,Lycoming County,113299,1320
42,083,Pennsylvania,McKean County,40625,507
42,085,Pennsylvania,Mercer County,109424,1431
42,087,Pennsylvania,Mifflin County,46138,527
42,089,Pennsylvania,Monroe County,170271,1618
42,091,Pennsylvania,Montgomery County,830915,7831
42,093,Pennsylvania,Montour County,18230,221
42,095,Pennsylvania,Northampton County,305285,2986
42,097,Pennsylvania,Northumberland County,90843,1093
42,099,Pennsylvania,Perry County,46272,459
42,101,Pennsylvania,Philadelphia County,1584064,15561
42,103,Pennsylvania,Pike County,55809,527
42,105,Pennsylvania,Potter County,16526,216
42,107,Pennsylvania,Schuylkill County,141359,1778
42,109,Pennsylvania,Snyder County,40372,385
42,111,Pennsylvania,Somerset County,73447,938
42,113,Pennsylvania,Sullivan County,6066,97
42,115,Pennsylvania,Susquehanna County,40328,472
42,117,Pennsylvania,Tioga County,40591,481
42,119,Pennsylvania,Union County,44923,422
42,121,Pennsylvania,Venango County,50668,680
42,123,Pennsylvania,Warren County,39191,531
42,125,Pennsylvania,Washington County,206865,2509
42,127,Pennsylvania,Wayne County,51361,615
42,129,Pennsylvania,Westmoreland County,348899,4435
42,131,Pennsylvania,Wyoming County,26794,321
42,133,Pennsylvania,York County,449058,4121
44,000,Rhode Island,Rhode Island,1059361,9802
44,001,Rhode Island,Bristol County,48479,517
44,003,Rhode Island,Kent County,164292,1673
44,005,Rhode Island,Newport County,82082,817
44,007,Rhode Island,Providence County,638931,5548
44,009,Rhode Island,Washington County,125577,1247
45,000,South Carolina,South Carolina,5148714,50744
45,001,South Carolina,Abbeville County,24527,275
45,003,South Carolina,Aiken County,170872,1824
45,005,South Carolina,Allendale County,8688,102
45,007,South Carolina,Anderson County,202558,2200
45,009,South Carolina,Bamberg County,14066,196
45,011,South Carolina,Barnwell County,20866,286
45,013,South Carolina,Beaufort County,192122,1741
45,015,South Carolina,Berkeley County,227907,1647
45,017,South Carolina,Calhoun County,14553,187
45,019,South Carolina,Charleston County,411406,3629
45,021,South Carolina,Cherokee County,57300,624
45,023,South Carolina,Chester County,32244,424
45,025,South Carolina,Chesterfield County,45650,571
45,027,South Carolina,Clarendon County,33745,408
45,029,South Carolina,Colleton County,37677,570
45,031,South Carolina,Darlington County,66618,840
45,033,South Carolina,Dillon County,30479,372
45,035,South Carolina,Dorchester County,162809,1250
45,037,South Carolina,Edgefield County,27260,301
45,039,South Carolina,Fairfield County,22347,302
45,041,South Carolina,Florence County,138293,1558
45,043,South Carolina,Georgetown County,62680,879
45,045,South Carolina,Greenville County,523542,4496
45,047,South Carolina,Greenwood County,70811,803
45,049,South Carolina,Hampton County,19222,239
45,051,South Carolina,Horry County,354081,3879
45,053,South Carolina,Jasper County,30073,282
45,055,South Carolina,Kershaw County,66551,794
45,057,South Carolina,Lancaster County,98012,1026
45,059,South Carolina,Laurens County,67493,850
45,061,South Carolina,Lee County,16828,272
45,063,South Carolina,Lexington County,298750,2555
45,065,South Carolina,McCormick County,9463,153
45,067,South Carolina,Marion County,30657,444
45,069,South Carolina,Marlboro County,26118,310
45,071,South Carolina,Newberry County,38440,454
45,073,South Carolina,Oconee County,79546,958
45,075,South Carolina,Orangeburg County,86175,1154
45,077,South Carolina,Pickens County,126884,1206
45,079,South Carolina,Richland County,415759,3232
45,081,South Carolina,Saluda County,20473,199
45,083,South Carolina,Spartanburg County,319785,3178
45,085,South Carolina,Sumter County,106721,1075
45,087,South Carolina,Union County,27316,378
45,089,South Carolina,Williamsburg County,30368,394
45,091,South Carolina,York County,280979,2227
46,000,South Dakota,South Dakota,884659,7337
46,003,South Dakota,Aurora County,2751,24
46,005,South Dakota,Beadle County,18453,182
46,007,South Dakota,Bennett County,3365,33
46,009,South Dakota,Bon Homme County,6901,62
46,011,South Dakota,Brookings County,35077,204
46,013,South Dakota,Brown County,38839,353
46,015,South Dakota,Brule County,5297,41
46,017,South Dakota,Buffalo County,1962,37
46,019,South Dakota,Butte County,10429,98
46,021,South Dakota,Campbell County,1376,6
46,023,South Dakota,Charles Mix County,9292,106
46,025,South Dakota,Clark County,3736,30
46,027,South Dakota,Clay County,14070,80
46,029,South Dakota,Codington County,28009,235
46,031,South Dakota,Corson County,4086,58
46,033,South Dakota,Custer County,8972,89
46,035,South Dakota,Davison County,19775,199
46,037,South Dakota,Day County,5424,84
46,039,South Dakota,Deuel County,4351,44
46,041,South Dakota,Dewey County,5892,71
46,043,South Dakota,Douglas County,2921,32
46,045,South Dakota,Edmunds County,3829,41
46,047,South Dakota,Fall River County,6713,100
46,049,South Dakota,Faulk County,2299,20
46,051,South Dakota,Grant County,7052,70
46,053,South Dakota,Gregory County,4185,53
46,055,South Dakota,Haakon County,1899,11
46,057,South Dakota,Hamlin County,6164,55
46,059,South Dakota,Hand County,3191,28
46,061,South Dakota,Hanson County,3453,9
46,063,South Dakota,Harding County,1298,6
46,065,South Dakota,Hughes County,17526,161
46,067,South Dakota,Hutchinson County,7291,94
46,069,South Dakota,Hyde County,1301,9
46,071,South Dakota,Jackson County,3344,20
46,073,South Dakota,Jerauld County,2013,20
46,075,South Dakota,Jones County,903,8
46,077,South Dakota,Kingsbury County,4939,50
46,079,South Dakota,Lake County,12797,113
46,081,South Dakota,Lawrence County,25844,233
46,083,South Dakota,Lincoln County,61128,252
46,085,South Dakota,Lyman County,3781,25
46,087,South Dakota,McCook County,5586,65
46,089,South Dakota,McPherson County,2379,20
46,091,South Dakota,Marshall County,4935,41
46,093,South Dakota,Meade County,28332,207
46,095,South Dakota,Mellette County,2061,26
46,097,South Dakota,Miner County,2216,21
46,099,South Dakota,Minnehaha County,193134,1415
46,101,South Dakota,Moody County,6576,55
46,102,South Dakota,Oglala Lakota County,14177,172
46,103,South Dakota,Pennington County,113775,920
46,105,South Dakota,Perkins County,2865,21
46,107,South Dakota,Potter County,2153,26
46,109,South Dakota,Roberts County,10394,111
46,111,South Dakota,Sanborn County,2344,17
46,115,South Dakota,Spink County,6376,69
46,117,South Dakota,Stanley County,3098,7
46,119,South Dakota,Sully County,1391,11
46,121,South Dakota,Todd County,10177,131
46,123,South Dakota,Tripp County,5441,56
46,125,South Dakota,Turner County,8384,91
46,127,South Dakota,Union County,15932,112
46,129,South Dakota,Walworth County,5435,65
46,135,South Dakota,Yankton County,22814,207
46,137,South Dakota,Ziebach County,2756,25
47,000,Tennessee,Tennessee,6829174,67977
47,001,Tennessee,Anderson County,76978,932
47,003,Tennessee,Bedford County,49713,482
47,005,Tennessee,Benton County,16160,259
47,007,Tennessee,Bledsoe County,15064,154
47,009,Tennessee,Blount County,133088,1414
47,011,Tennessee,Bradley County,108110,1113
47,013,Tennessee,Campbell County,39842,581
47,015,Tennessee,Cannon County,14678,155
47,017,Tennessee,Carroll County,27767,394
47,019,Tennessee,Carter County,56391,760
47,021,Tennessee,Cheatham County,40667,403
47,023,Tennessee,Chester County,17297,159
47,025,Tennessee,Claiborne County,31959,427
47,027,Tennessee,Clay County,7615,101
47,029,Tennessee,Cocke County,36004,496
47,031,Tennessee,Coffee County,56520,658
47,033,Tennessee,Crockett County,14230,180
47,035,Tennessee,Cumberland County,60520,843
47,037,Tennessee,Davidson County,694144,5565
47,039,Tennessee,Decatur County,11663,159
47,041,Tennessee,DeKalb County,20490,226
47,043,Tennessee,Dickson County,53948,526
47,045,Tennessee,Dyer County,37159,458
47,047,Tennessee,Fayette County,41133,435
47,049,Tennessee,Fentress County,18523,260
47,051,Tennessee,Franklin County,42208,456
47,053,Tennessee,Gibson County,49133,654
47,055,Tennessee,Giles County,29464,371
47,057,Tennessee,Grainger County,23320,296
47,059,Tennessee,Greene County,69069,908
47,061,Tennessee,Grundy County,13427,177
47,063,Tennessee,Hamblen County,64934,724
47,065,Tennessee,Hamilton County,367804,3718
47,067,Tennessee,Hancock County,6620,93
47,069,Tennessee,Hardeman County,25050,289
47,071,Tennessee,Hardin County,25652,356
47,073,Tennessee,Hawkins County,56786,731
47,075,Tennessee,Haywood County,17304,233
47,077,Tennessee,Henderson County,28117,309
47,079,Tennessee,Henry County,32345,481
47,081,Tennessee,Hickman County,25178,283
47,083,Tennessee,Houston County,8201,93
47,085,Tennessee,Humphreys County,18582,254
47,087,Tennessee,Jackson County,11786,163
47,089,Tennessee,Jefferson County,54495,668
47,091,Tennessee,Johnson County,17788,237
47,093,Tennessee,Knox County,470313,4548
47,095,Tennessee,Lake County,7016,92
47,097,Tennessee,Lauderdale County,25633,265
47,099,Tennessee,Lawrence County,44142,539
47,101,Tennessee,Lewis County,12268,142
47,103,Tennessee,Lincoln County,34366,433
47,105,Tennessee,Loudon County,54068,612
47,107,Tennessee,McMinn County,53794,656
47,109,Tennessee,McNairy County,25694,366
47,111,Tennessee,Macon County,24602,281
47,113,Tennessee,Madison County,97984,985
47,115,Tennessee,Marion County,28907,358
47,117,Tennessee,Marshall County,34375,344
47,119,Tennessee,Maury County,96387,937
47,121,Tennessee,Meigs County,12422,154
47,123,Tennessee,Monroe County,46545,575
47,125,Tennessee,Montgomery County,208993,1415
47,127,Tennessee,Moore County,6488,50
47,129,Tennessee,Morgan County,21403,229
47,131,Tennessee,Obion County,30069,417
47,133,Tennessee,Overton County,22241,314
47,135,Tennessee,Perry County,8076,104
47,137,Tennessee,Pickett County,5048,67
47,139,Tennessee,Polk County,16832,235
47,141,Tennessee,Putnam County,80245,781
47,143,Tennessee,Rhea County,33167,405
47,145,Tennessee,Roane County,53382,725
47,147,Tennessee,Robertson County,71813,664
47,149,Tennessee,Rutherford County,332285,2071
47,151,Tennessee,Scott County,22068,287
47,153,Tennessee,Sequatchie County,15026,168
47,155,Tennessee,Sevier County,98250,1063
47,157,Tennessee,Shelby County,937166,8484
47,159,Tennessee,Smith County,20157,232
47,161,Tennessee,Stewart County,13715,174
47,163,Tennessee,Sullivan County,158348,1967
47,165,Tennessee,Sumner County,191283,1701
47,167,Tennessee,Tipton County,61599,605
47,169,Tennessee,Trousdale County,11284,95
47,171,Tennessee,Unicoi County,17883,281
47,173,Tennessee,Union County,19972,214
47,175,Tennessee,Van Buren County,5872,55
47,177,Tennessee,Warren County,41277,471
47,179,Tennessee,Washington County,129375,1365
47,181,Tennessee,Wayne County,16673,197
47,183,Tennessee,Weakley County,33328,359
47,185,Tennessee,White County,27345,369
47,187,Tennessee,Williamson County,238412,1325
47,189,Tennessee,Wilson County,144657,1167
48,000,Texas,Texas,28995881,202786
48,001,Texas,Anderson County,57735,754
48,003,Texas,Andrews County,18705,189
48,005,Texas,Angelina County,86715,997
48,007,Texas,Aransas County,23510,365
48,009,Texas,Archer County,8553,144
48,011,Texas,Armstrong County,1887,20
48,013,Texas,Atascosa County,51153,435
48,015,Texas,Austin County,30032,274
48,017,Texas,Bailey County,7000,39
48,019,Texas,Bandera County,23112,239
48,021,Texas,Bastrop County,88723,727
48,023,Texas,Baylor County,3509,47
48,025,Texas,Bee County,32565,234
48,027,Texas,Bell County,362924,2304
48,029,Texas,Bexar County,2003554,14216
48,031,Texas,Blanco County,11931,131
48,033,Texas,Borden County,654,5
48,035,Texas,Bosque County,18685,250
48,037,Texas,Bowie County,93245,1046
48,039,Texas,Brazoria County,374264,2498
48,041,Texas,Brazos County,229211,1142
48,043,Texas,Brewster County,9203,70
48,045,Texas,Briscoe County,1546,9
48,047,Texas,Brooks County,7093,78
48,049,Texas,Brown County,37864,440
48,051,Texas,Burleson County,18443,218
48,053,Texas,Burnet County,48155,490
48,055,Texas,Caldwell County,43664,366
48,057,Texas,Calhoun County,21290,218
48,059,Texas,Callahan County,13943,173
48,061,Texas,Cameron County,423163,2788
48,063,Texas,Camp County,13094,131
48,065,Texas,Carson County,5926,55
48,067,Texas,Cass County,30026,405
48,069,Texas,Castro County,7530,57
48,071,Texas,Chambers County,43837,275
48,073,Texas,Cherokee County,52646,553
48,075,Texas,Childress County,7306,49
48,077,Texas,Clay County,10471,122
48,079,Texas,Cochran County,2853,10
48,081,Texas,Coke County,3387,46
48,083,Texas,Coleman County,8175,118
48,085,Texas,Collin County,1034730,4956
48,087,Texas,Collingsworth County,2920,34
48,089,Texas,Colorado County,21493,247
48,091,Texas,Comal County,156209,1242
48,093,Texas,Comanche County,13635,182
48,095,Texas,Concho County,2726,29
48,097,Texas,Cooke County,41257,417
48,099,Texas,Coryell County,75951,468
48,101,Texas,Cottle County,1398,12
48,103,Texas,Crane County,4797,23
48,105,Texas,Crockett County,3464,23
48,107,Texas,Crosby County,5737,62
48,109,Texas,Culberson County,2171,14
48,111,Texas,Dallam County,7287,25
48,113,Texas,Dallas County,2635516,17047
48,115,Texas,Dawson County,12728,127
48,117,Texas,Deaf Smith County,18546,159
48,119,Texas,Delta County,5331,61
48,121,Texas,Denton County,887207,4243
48,123,Texas,DeWitt County,20160,232
48,125,Texas,Dickens County,2211,20
48,127,Texas,Dimmit County,10124,85
48,129,Texas,Donley County,3278,39
48,131,Texas,Duval County,11157,124
48,133,Texas,Eastland County,18360,245
48,135,Texas,Ector County,166223,1228
48,137,Texas,Edwards County,1932,15
48,139,Texas,Ellis County,184826,1342
48,141,Texas,El Paso County,839238,5552
48,143,Texas,Erath County,42698,335
48,145,Texas,Falls County,17297,166
48,147,Texas,Fannin County,35514,437
48,149,Texas,Fayette County,25346,291
48,151,Texas,Fisher County,3830,45
48,153,Texas,Floyd County,5712,52
48,155,Texas,Foard County,1155,12
48,157,Texas,Fort Bend County,811688,3762
48,159,Texas,Franklin County,10725,135
48,161,Texas,Freestone County,19717,223
48,163,Texas,Frio County,20306,158
48,165,Texas,Gaines County,21492,121
48,167,Texas,Galveston County,342139,2935
48,169,Texas,Garza County,6229,34
48,171,Texas,Gillespie County,26988,373
48,173,Texas,Glasscock County,1409,8
48,175,Texas,Goliad County,7658,62
48,177,Texas,Gonzales County,20837,198
48,179,Texas,Gray County,21886,254
48,181,Texas,Grayson County,136212,1494
48,183,Texas,Gregg County,123945,1307
48,185,Texas,Grimes County,28880,246
48,187,Texas,Guadalupe County,166847,1158
48,189,Texas,Hale County,33406,299
48,191,Texas,Hall County,2964,27
48,193,Texas,Hamilton County,8461,116
48,195,Texas,Hansford County,5399,35
48,197,Texas,Hardeman County,3933,40
48,199,Texas,Hardin County,57602,595
48,201,Texas,Harris County,4713325,28172
48,203,Texas,Harrison County,66553,701
48,205,Texas,Hartley County,5576,25
48,207,Texas,Haskell County,5658,66
48,209,Texas,Hays County,230191,1147
48,211,Texas,Hemphill County,3819,20
48,213,Texas,Henderson County,82737,1105
48,215,Texas,Hidalgo County,868707,4597
48,217,Texas,Hill County,36649,427
48,219,Texas,Hockley County,23021,201
48,221,Texas,Hood County,61643,736
48,223,Texas,Hopkins County,37084,386
48,225,Texas,Houston County,22968,300
48,227,Texas,Howard County,36664,349
48,229,Texas,Hudspeth County,4886,17
48,231,Texas,Hunt County,98594,981
48,233,Texas,Hutchinson County,20938,215
48,235,Texas,Irion County,1536,11
48,237,Texas,Jack County,8935,76
48,239,Texas,Jackson County,14760,155
48,241,Texas,Jasper County,35529,430
48,243,Texas,Jeff Davis County,2274,18
48,245,Texas,Jefferson County,251565,2538
48,247,Texas,Jim Hogg County,5200,57
48,249,Texas,Jim Wells County,40482,407
48,251,Texas,Johnson County,175817,1464
48,253,Texas,Jones County,20083,156
48,255,Texas,Karnes County,15601,157
48,257,Texas,Kaufman County,136154,1056
48,259,Texas,Kendall County,47431,392
48,261,Texas,Kenedy County,404,0
48,263,Texas,Kent County,762,6
48,265,Texas,Kerr County,52600,747
48,267,Texas,Kimble County,4337,66
48,269,Texas,King County,272,0
48,271,Texas,Kinney County,3667,40
48,273,Texas,Kleberg County,30680,245
48,275,Texas,Knox County,3664,37
48,277,Texas,Lamar County,49859,661
48,279,Texas,Lamb County,12893,141
48,281,Texas,Lampasas County,21428,210
48,283,Texas,La Salle County,7520,41
48,285,Texas,Lavaca County,20154,241
48,287,Texas,Lee County,17239,164
48,289,Texas,Leon County,17404,212
48,291,Texas,Liberty County,88219,828
48,293,Texas,Limestone County,23437,279
48,295,Texas,Lipscomb County,3233,34
48,297,Texas,Live Oak County,12207,106
48,299,Texas,Llano County,21795,348
48,301,Texas,Loving County,169,0
48,303,Texas,Lubbock County,310569,2609
48,305,Texas,Lynn County,5951,43
48,307,Texas,McCulloch County,7984,108
48,309,Texas,McLennan County,256623,2231
48,311,Texas,McMullen County,743,6
48,313,Texas,Madison County,14284,138
48,315,Texas,Marion County,9854,138
48,317,Texas,Martin County,5771,50
48,319,Texas,Mason County,4274,41
48,321,Texas,Matagorda County,36643,371
48,323,Texas,Maverick County,58722,393
48,325,Texas,Medina County,51584,454
48,327,Texas,Menard County,2138,26
48,329,Texas,Midland County,176832,1140
48,331,Texas,Milam County,24823,285
48,333,Texas,Mills County,4873,71
48,335,Texas,Mitchell County,8545,64
48,337,Texas,Montague County,19818,258
48,339,Texas,Montgomery County,607391,4165
48,341,Texas,Moore County,20940,130
48,343,Texas,Morris County,12388,153
48,345,Texas,Motley County,1200,15
48,347,Texas,Nacogdoches County,65204,604
48,349,Texas,Navarro County,50113,537
48,351,Texas,Newton County,13595,176
48,353,Texas,Nolan County,14714,173
48,355,Texas,Nueces County,362294,2976
48,357,Texas,Ochiltree County,9836,64
48,359,Texas,Oldham County,2112,12
48,361,Texas,Orange County,83396,940
48,363,Texas,Palo Pinto County,29189,343
48,365,Texas,Panola County,23194,267
48,367,Texas,Parker County,142878,1152
48,369,Texas,Parmer County,9605,52
48,371,Texas,Pecos County,15823,99
48,373,Texas,Polk County,51353,641
48,375,Texas,Potter County,117415,1135
48,377,Texas,Presidio County,6704,46
48,379,Texas,Rains County,12514,138
48,381,Texas,Randall County,137713,1102
48,383,Texas,Reagan County,3849,17
48,385,Texas,Real County,3452,53
48,387,Texas,Red River County,12023,178
48,389,Texas,Reeves County,15976,106
48,391,Texas,Refugio County,6948,51
48,393,Texas,Roberts County,854,9
48,395,Texas,Robertson County,17074,170
48,397,Texas,Rockwall County,104915,639
48,399,Texas,Runnels County,10264,123
48,401,Texas,Rusk County,54406,557
48,403,Texas,Sabine County,10542,144
48,405,Texas,San Augustine County,8237,118
48,407,Texas,San Jacinto County,28859,315
48,409,Texas,San Patricio County,66730,584
48,411,Texas,San Saba County,6055,79
48,413,Texas,Schleicher County,2793,26
48,415,Texas,Scurry County,16703,182
48,417,Texas,Shackelford County,3265,31
48,419,Texas,Shelby County,25274,296
48,421,Texas,Sherman County,3022,14
48,423,Texas,Smith County,232751,2177
48,425,Texas,Somervell County,9128,105
48,427,Texas,Starr County,64633,400
48,429,Texas,Stephens County,9366,98
48,431,Texas,Sterling County,1291,18
48,433,Texas,Stonewall County,1350,14
48,435,Texas,Sutton County,3776,30
48,437,Texas,Swisher County,7397,66
48,439,Texas,Tarrant County,2102515,13796
48,441,Texas,Taylor County,138034,1423
48,443,Texas,Terrell County,776,8
48,445,Texas,Terry County,12337,119
48,447,Texas,Throckmorton County,1501,11
48,449,Texas,Titus County,32750,264
48,451,Texas,Tom Green County,119200,1071
48,453,Texas,Travis County,1273954,6196
48,455,Texas,Trinity County,14651,232
48,457,Texas,Tyler County,21672,268
48,459,Texas,Upshur County,41753,437
48,461,Texas,Upton County,3657,18
48,463,Texas,Uvalde County,26741,253
48,465,Texas,Val Verde County,49025,379
48,467,Texas,Van Zandt County,56590,656
48,469,Texas,Victoria County,92084,835
48,471,Texas,Walker County,72971,593
48,473,Texas,Waller County,55246,336
48,475,Texas,Ward County,11998,90
48,477,Texas,Washington County,35882,383
48,479,Texas,Webb County,276652,1378
48,481,Texas,Wharton County,41556,420
48,483,Texas,Wheeler County,5056,64
48,485,Texas,Wichita County,132230,1363
48,487,Texas,Wilbarger County,12769,143
48,489,Texas,Willacy County,21358,183
48,491,Texas,Williamson County,590551,3009
48,493,Texas,Wilson County,51070,415
48,495,Texas,Winkler County,8010,49
48,497,Texas,Wise County,69984,635
48,499,Texas,Wood County,45539,647
48,501,Texas,Yoakum County,8713,52
48,503,Texas,Young County,18010,234
48,505,Texas,Zapata County,14179,110
48,507,Texas,Zavala County,11840,104
49,000,Utah,Utah,3205958,17443
49,001,Utah,Beaver County,6710,58
49,003,Utah,Box Elder County,56046,377
49,005,Utah,Cache County,128289,561
49,007,Utah,Carbon County,20463,184
49,009,Utah,Daggett County,950,1
49,011,Utah,Davis County,355481,1724
49,013,Utah,Duchesne County,19938,128
49,015,Utah,Emery County,10012,92
49,017,Utah,Garfield County,5051,42
49,019,Utah,Grand County,9754,81
49,021,Utah,Iron County,54839,323
49,023,Utah,Juab County,12017,79
49,025,Utah,Kane County,7886,66
49,027,Utah,Millard County,13188,92
49,029,Utah,Morgan County,12124,46
49,031,Utah,Piute County,1479,14
49,033,Utah,Rich County,2483,11
49,035,Utah,Salt Lake County,1160437,6741
49,037,Utah,San Juan County,15308,128
49,039,Utah,Sanpete County,30939,188
49,041,Utah,Sevier County,21620,188
49,043,Utah,Summit County,42145,159
49,045,Utah,Tooele County,72259,353
49,047,Utah,Uintah County,35734,231
49,049,Utah,Utah County,636235,2419
49,051,Utah,Wasatch County,34091,145
49,053,Utah,Washington County,177556,1368
49,055,Utah,Wayne County,2711,23
49,057,Utah,Weber County,260213,1621
50,000,Vermont,Vermont,623989,5634
50,001,Vermont,Addison County,36777,341
50,003,Vermont,Bennington County,35470,447
50,005,Vermont,Caledonia County,29993,278
50,007,Vermont,Chittenden County,163774,1151
50,009,Vermont,Essex County,6163,59
50,011,Vermont,Franklin County,49402,392
50,013,Vermont,Grand Isle County,7235,57
50,015,Vermont,Lamoille County,25362,181
50,017,Vermont,Orange County,28892,280
50,019,Vermont,Orleans County,27037,280
50,021,Vermont,Rutland County,58191,669
50,023,Vermont,Washington County,58409,534
50,025,Vermont,Windham County,42222,426
50,027,Vermont,Windsor County,55062,539
51,000,Virginia,Virginia,8535519,69729
51,001,Virginia,Accomack County,32316,489
51,003,Virginia,Albemarle County,109330,894
